id,segment,RID,delivery type,class,sub-class,no of items,location,departure city,departure state,address code,placement date,delivery date,price,discount,profit
4998,Consumer,122,First Class,kariox,laptop,6,East,Wilmington,Delaware,19805,01-06-2020,01-06-2020,226.56,0,63.4368
4999,Home Office,9583,Standard Class,kariox,lighting,6,East,Philadelphia,Pennsylvania,19120,01-06-2020,01-06-2020,9.648,0.2,3.4974
5000,Consumer,123,First Class,kariox,watch,9,East,Wilmington,Delaware,19805,01-06-2020,01-06-2020,115.02,0,51.759
5001,Consumer,1927,Standard Class,fynota,colddrinks,3,West,Los Angeles,California,90045,01-06-2020,01-06-2020,177.48,0.2,19.9665
5002,Consumer,2839,First Class,fynota,sweets,2,South,Tallahassee,Florida,32303,01-06-2020,01-06-2020,695.7,0.5,-27.828
5003,Consumer,5468,Standard Class,qexty,tshirts,3,West,San Francisco,California,94109,01-06-2020,01-06-2020,122.352,0.2,13.7646
5004,Home Office,6047,Standard Class,qexty,hoodies,3,Central,Minneapolis,Minnesota,55407,01-06-2020,01-06-2020,692.94,0,173.235
5005,Consumer,557,Standard Class,kariox,tablet,2,West,Los Angeles,California,90045,01-06-2020,01-06-2020,20.7,0,9.936
5006,Consumer,559,Standard Class,kariox,phone,5,West,Los Angeles,California,90045,01-06-2020,01-06-2020,32.4,0,15.552
5007,Consumer,4583,First Class,kariox,tablet,8,East,Philadelphia,Pennsylvania,19140,01-06-2020,01-06-2020,23.616,0.2,7.9704
5008,Corporate,2428,Standard Class,kariox,headset,4,Central,Arlington,Texas,76017,01-06-2020,01-06-2020,1.344,0.8,-2.1504
5009,Corporate,2429,Standard Class,kariox,headset,4,Central,Arlington,Texas,76017,01-06-2020,01-06-2020,8.272,0.8,-13.6488
5010,Consumer,558,Standard Class,qexty,hoodies,4,West,Los Angeles,California,90045,01-06-2020,01-06-2020,1335.68,0.2,-217.048
5011,Consumer,2758,Second Class,fynota,chocolates,3,East,New York City,New York,10035,01-06-2020,01-06-2020,239.97,0,71.991
5012,Corporate,2430,Standard Class,qexty,shorts,7,Central,Arlington,Texas,76017,01-06-2020,01-06-2020,12.544,0.6,-9.0944
5013,Consumer,120,First Class,qexty,shorts,3,East,Wilmington,Delaware,19805,01-06-2020,01-06-2020,47.04,0,18.3456
5014,Corporate,81,First Class,kariox,headset,3,South,Decatur,Alabama,35601,01-06-2020,01-06-2020,16.74,0,8.0352
5015,Corporate,80,First Class,kariox,battery,1,South,Decatur,Alabama,35601,01-06-2020,01-06-2020,208.16,0,56.2032
5016,Corporate,3,Second Class,kariox,tablet,2,West,Los Angeles,California,90036,01-06-2020,01-06-2020,14.62,0,6.8714
5017,Consumer,121,First Class,kariox,headset,4,East,Wilmington,Delaware,19805,01-06-2020,01-06-2020,30.84,0,13.878
5018,Consumer,5670,Standard Class,fynota,chocolates,3,West,Seattle,Washington,98103,01-06-2020,01-06-2020,389.97,0,132.5898
5019,Consumer,5669,Standard Class,kariox,headset,14,West,Seattle,Washington,98103,01-06-2020,01-06-2020,53.984,0.2,17.5448
5020,Consumer,5668,Standard Class,kariox,tablet,2,West,Seattle,Washington,98103,01-06-2020,01-06-2020,14.62,0,6.8714
5021,Consumer,8370,Standard Class,qexty,hoodies,3,West,Los Angeles,California,90049,01-06-2020,01-06-2020,902.712,0.2,33.8517
5022,Corporate,5667,Same Day,kariox,laptop,2,East,Newark,Ohio,43055,01-07-2020,01-07-2020,99.488,0.2,8.7052
5023,Consumer,5990,Standard Class,qexty,pants,5,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,504.9,0,126.225
5024,Home Office,7278,First Class,fynota,colddrinks,2,West,San Francisco,California,94110,01-07-2020,01-07-2020,35.984,0.2,4.498
5025,Home Office,7279,First Class,fynota,chocolates,3,West,San Francisco,California,94110,01-07-2020,01-07-2020,389.97,0,132.5898
5026,Consumer,7987,Second Class,fynota,colddrinks,5,East,Long Beach,New York,11561,01-07-2020,01-07-2020,89.95,0,43.176
5027,Corporate,2071,Second Class,kariox,headset,1,East,Philadelphia,Pennsylvania,19134,01-07-2020,01-07-2020,1.941,0.7,-1.294
5028,Corporate,5664,Same Day,kariox,television,2,East,Newark,Ohio,43055,01-07-2020,01-07-2020,18.656,0.2,1.3992
5029,Corporate,5665,Same Day,kariox,headset,7,East,Newark,Ohio,43055,01-07-2020,01-07-2020,11.088,0.7,-8.1312
5030,Corporate,5666,Same Day,kariox,laptop,1,East,Newark,Ohio,43055,01-07-2020,01-07-2020,66.688,0.2,4.168
5031,Consumer,5833,Standard Class,kariox,tablet,3,South,Concord,North Carolina,28027,01-07-2020,01-07-2020,6.264,0.2,2.0358
5032,Home Office,5453,Standard Class,kariox,charger,5,West,Sparks,Nevada,89431,01-07-2020,01-07-2020,86.2,0,24.998
5033,Corporate,6560,Standard Class,kariox,watch,5,West,Roseville,California,95661,01-07-2020,01-07-2020,419.9,0,197.353
5034,Corporate,6561,Standard Class,kariox,tablet,1,West,Roseville,California,95661,01-07-2020,01-07-2020,3.15,0,1.512
5035,Corporate,1117,Second Class,kariox,tablet,2,West,San Francisco,California,94110,01-07-2020,01-07-2020,6.3,0,3.024
5036,Consumer,1527,Standard Class,kariox,television,2,East,Allentown,Pennsylvania,18103,01-07-2020,01-07-2020,4.16,0.2,0.364
5037,Consumer,1528,Standard Class,qexty,shorts,2,East,Allentown,Pennsylvania,18103,01-07-2020,01-07-2020,11.648,0.2,3.3488
5038,Consumer,4441,Standard Class,fynota,chocolates,1,Central,Westland,Michigan,48185,01-07-2020,01-07-2020,109.95,0,36.2835
5039,Consumer,4442,Standard Class,kariox,laptop,5,Central,Westland,Michigan,48185,01-07-2020,01-07-2020,965.85,0,135.219
5040,Consumer,4443,Standard Class,kariox,television,5,Central,Westland,Michigan,48185,01-07-2020,01-07-2020,29.2,0,10.512
5041,Consumer,4444,Standard Class,kariox,phone,5,Central,Westland,Michigan,48185,01-07-2020,01-07-2020,32.4,0,15.552
5042,Consumer,5834,Standard Class,qexty,tshirts,5,South,Concord,North Carolina,28027,01-07-2020,01-07-2020,363.92,0.2,0
5043,Consumer,5989,Standard Class,kariox,headset,1,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,8.6,0,4.042
5044,Consumer,6274,Second Class,qexty,shorts,3,West,Seattle,Washington,98105,01-07-2020,01-07-2020,12.42,0,4.4712
5045,Consumer,5987,Standard Class,kariox,laptop,4,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,87.92,0,0.8792
5046,Corporate,8757,Standard Class,kariox,battery,2,East,Columbia,Maryland,21044,01-07-2020,01-07-2020,37.68,0,10.5504
5047,Consumer,6275,Second Class,fynota,chocolates,3,West,Seattle,Washington,98105,01-07-2020,01-07-2020,428.4,0,89.964
5048,Consumer,6276,Second Class,qexty,shorts,5,West,Seattle,Washington,98105,01-07-2020,01-07-2020,24.75,0,10.89
5049,Consumer,6277,Second Class,kariox,tablet,7,West,Seattle,Washington,98105,01-07-2020,01-07-2020,87.71,0,41.2237
5050,Consumer,6278,Second Class,kariox,laptop,2,West,Seattle,Washington,98105,01-07-2020,01-07-2020,69.52,0,17.38
5051,Consumer,6279,Second Class,fynota,colddrinks,2,West,Seattle,Washington,98105,01-07-2020,01-07-2020,20.784,0.2,-4.6764
5052,Consumer,6280,Second Class,kariox,headset,3,West,Seattle,Washington,98105,01-07-2020,01-07-2020,12.816,0.2,4.1652
5053,Consumer,7842,Standard Class,kariox,battery,2,East,New York City,New York,10024,01-07-2020,01-07-2020,45.96,0,13.788
5054,Corporate,1201,Standard Class,qexty,tshirts,3,West,Denver,Colorado,80219,01-07-2020,01-07-2020,544.008,0.2,40.8006
5055,Corporate,1202,Standard Class,kariox,headset,3,West,Denver,Colorado,80219,01-07-2020,01-07-2020,1.872,0.7,-1.4352
5056,Consumer,5988,Standard Class,kariox,phone,6,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,245.94,0,120.5106
5057,Corporate,1203,Standard Class,qexty,tshirts,3,West,Denver,Colorado,80219,01-07-2020,01-07-2020,854.352,0.2,10.6794
5058,Corporate,1205,Standard Class,kariox,laptop,3,West,Denver,Colorado,80219,01-07-2020,01-07-2020,338.04,0.2,-33.804
5059,Corporate,1842,Standard Class,qexty,tshirts,1,South,Bowling Green,Kentucky,42104,01-07-2020,01-07-2020,140.81,0,39.4268
5060,Corporate,3661,Standard Class,kariox,charger,5,West,Glendale,Arizona,85301,01-07-2020,01-07-2020,33.8,0.2,4.225
5061,Consumer,4730,Second Class,fynota,chocolates,3,Central,Dallas,Texas,75217,01-07-2020,01-07-2020,15.576,0.2,3.3099
5062,Consumer,6848,Standard Class,fynota,colddrinks,1,West,Phoenix,Arizona,85023,01-07-2020,01-07-2020,55.992,0.2,3.4995
5063,Home Office,8139,Standard Class,kariox,television,8,East,Philadelphia,Pennsylvania,19140,01-07-2020,01-07-2020,11.264,0.2,1.2672
5064,Home Office,8140,Standard Class,kariox,laptop,10,East,Philadelphia,Pennsylvania,19140,01-07-2020,01-07-2020,284.08,0.2,24.857
5065,Home Office,8141,Standard Class,kariox,phone,4,East,Philadelphia,Pennsylvania,19140,01-07-2020,01-07-2020,18.496,0.2,6.7048
5066,Consumer,5985,Standard Class,qexty,shorts,6,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,185.58,0,76.0878
5067,Consumer,5986,Standard Class,kariox,headset,2,South,Hattiesburg,Mississippi,39401,01-07-2020,01-07-2020,77.56,0,35.6776
5068,Corporate,1204,Standard Class,kariox,laptop,2,West,Denver,Colorado,80219,01-07-2020,01-07-2020,593.568,0.2,0
5069,Corporate,8758,Standard Class,kariox,phone,8,East,Columbia,Maryland,21044,01-07-2020,01-07-2020,51.84,0,24.8832
5070,Consumer,3581,Standard Class,qexty,hoodies,8,South,Jackson,Mississippi,39212,01-07-2020,01-07-2020,2430.08,0,388.8128
5071,Corporate,8760,Standard Class,kariox,headset,3,East,Columbia,Maryland,21044,01-07-2020,01-07-2020,5.4,0,2.592
5072,Corporate,9892,Second Class,fynota,chocolates,7,Central,Milwaukee,Wisconsin,53209,01-07-2020,01-07-2020,124.25,0,48.4575
5073,Corporate,9893,Second Class,fynota,colddrinks,5,Central,Milwaukee,Wisconsin,53209,01-07-2020,01-07-2020,297.55,0,83.314
5074,Corporate,9894,Second Class,qexty,tshirts,4,Central,Milwaukee,Wisconsin,53209,01-07-2020,01-07-2020,403.56,0,96.8544
5075,Corporate,9895,Second Class,qexty,shorts,5,Central,Milwaukee,Wisconsin,53209,01-07-2020,01-07-2020,95.2,0,27.608
5076,Home Office,5679,Standard Class,kariox,lighting,7,Central,Holland,Michigan,49423,01-07-2020,01-08-2020,20.44,0,9.198
5077,Home Office,5680,Standard Class,kariox,phone,2,Central,Holland,Michigan,49423,01-07-2020,01-08-2020,109.92,0,53.8608
5078,Consumer,6927,Standard Class,kariox,tablet,3,West,Los Angeles,California,90032,01-07-2020,01-08-2020,18.9,0,8.694
5079,Consumer,8632,First Class,qexty,pants,5,East,Bethlehem,Pennsylvania,18018,01-07-2020,01-07-2020,177.45,0.5,-78.078
5080,Consumer,8633,First Class,kariox,headset,6,East,Bethlehem,Pennsylvania,18018,01-07-2020,01-07-2020,1369.764,0.7,-913.176
5081,Consumer,8634,First Class,kariox,battery,3,East,Bethlehem,Pennsylvania,18018,01-07-2020,01-07-2020,9.48,0.2,0.711
5082,Home Office,9592,Standard Class,qexty,shorts,5,Central,Pasadena,Texas,77506,01-07-2020,01-08-2020,24.7,0.6,-9.88
5083,Home Office,9593,Standard Class,qexty,shorts,5,Central,Pasadena,Texas,77506,01-07-2020,01-08-2020,302.72,0.6,-378.4
5084,Corporate,3445,Standard Class,kariox,laptop,2,East,Philadelphia,Pennsylvania,19140,01-07-2020,01-08-2020,84.784,0.2,-16.9568
5085,Consumer,4879,First Class,kariox,headset,3,South,Pensacola,Florida,32503,01-07-2020,01-08-2020,2.214,0.7,-1.476
5086,Consumer,8649,Standard Class,kariox,laptop,5,South,Charlotte,North Carolina,28205,01-07-2020,01-08-2020,704.76,0.2,26.4285
5087,Consumer,8650,Standard Class,kariox,headset,3,South,Charlotte,North Carolina,28205,01-07-2020,01-08-2020,27.396,0.7,-20.0904
5088,Home Office,2174,Standard Class,kariox,headset,3,Central,Houston,Texas,77070,01-07-2020,01-08-2020,9.264,0.8,-13.896
5089,Consumer,7455,Standard Class,kariox,tablet,4,Central,Chicago,Illinois,60623,01-07-2020,01-08-2020,9.248,0.2,3.1212
5090,Consumer,7456,Standard Class,kariox,laptop,2,Central,Chicago,Illinois,60623,01-07-2020,01-08-2020,1036.624,0.2,51.8312
5091,Corporate,7908,First Class,kariox,battery,2,West,San Francisco,California,94122,01-07-2020,01-08-2020,715.64,0,178.91
5092,Consumer,3112,Standard Class,kariox,laptop,1,Central,Springfield,Missouri,65807,01-07-2020,01-07-2020,265.17,0,47.7306
5093,Corporate,9891,Second Class,kariox,phone,2,Central,Milwaukee,Wisconsin,53209,01-07-2020,01-07-2020,20.62,0,9.6914
5094,Home Office,8309,Same Day,kariox,television,9,West,San Francisco,California,94122,01-07-2020,01-07-2020,37.17,0,11.151
5095,Home Office,5446,Standard Class,kariox,watch,1,Central,Houston,Texas,77041,01-07-2020,01-07-2020,20.936,0.2,7.0659
5096,Home Office,5244,First Class,kariox,headset,1,South,Arlington,Virginia,22204,01-07-2020,01-07-2020,10.44,0,4.8024
5097,Corporate,834,Standard Class,kariox,television,2,South,Tampa,Florida,33614,01-07-2020,01-07-2020,35.216,0.2,2.6412
5098,Corporate,835,Standard Class,kariox,battery,2,South,Tampa,Florida,33614,01-07-2020,01-07-2020,23.696,0.2,6.5164
5099,Corporate,836,Standard Class,fynota,sweets,1,South,Tampa,Florida,33614,01-07-2020,01-07-2020,265.475,0.5,-111.4995
5100,Home Office,4237,Standard Class,kariox,headset,4,Central,Rockford,Illinois,61107,01-07-2020,01-07-2020,11.416,0.8,-18.8364
5101,Consumer,7072,Standard Class,kariox,television,2,Central,Mcallen,Texas,78501,01-07-2020,01-07-2020,4.448,0.2,0.3336
5102,Consumer,7073,Standard Class,kariox,phone,1,Central,Mcallen,Texas,78501,01-07-2020,01-07-2020,5.184,0.2,1.8144
5103,Consumer,7074,Standard Class,kariox,television,5,Central,Mcallen,Texas,78501,01-07-2020,01-07-2020,175.92,0.2,15.393
5104,Consumer,7075,Standard Class,kariox,headset,4,Central,Mcallen,Texas,78501,01-07-2020,01-07-2020,4.752,0.8,-8.316
5105,Consumer,7076,Standard Class,kariox,charger,2,Central,Mcallen,Texas,78501,01-07-2020,01-07-2020,13.344,0.2,1.0008
5106,Consumer,8705,First Class,fynota,colddrinks,8,Central,Houston,Texas,77041,01-07-2020,01-07-2020,115.136,0.2,11.5136
5107,Corporate,8759,Standard Class,qexty,shorts,3,East,Columbia,Maryland,21044,01-07-2020,01-07-2020,27.42,0,9.3228
5108,Corporate,6762,Second Class,qexty,tshirts,2,East,New York City,New York,10035,01-07-2020,01-07-2020,253.764,0.1,31.0156
5109,Consumer,497,Standard Class,kariox,headset,8,West,Costa Mesa,California,92627,01-07-2020,01-08-2020,119.616,0.2,40.3704
5110,Consumer,498,Standard Class,qexty,shorts,4,West,Costa Mesa,California,92627,01-07-2020,01-08-2020,255.76,0,81.8432
5111,Consumer,499,Standard Class,qexty,tshirts,2,West,Costa Mesa,California,92627,01-07-2020,01-08-2020,241.568,0.2,18.1176
5112,Consumer,500,Standard Class,qexty,shorts,9,West,Costa Mesa,California,92627,01-07-2020,01-08-2020,69.3,0,22.869
5113,Consumer,1987,First Class,fynota,fastfood,4,East,Columbus,Ohio,43229,01-07-2020,01-07-2020,1439.976,0.4,191.9968
5114,Consumer,2156,Second Class,kariox,lighting,6,West,Los Angeles,California,90032,01-07-2020,01-07-2020,21.48,0,10.74
5115,Corporate,3010,Standard Class,kariox,battery,5,East,Toledo,Ohio,43615,01-07-2020,01-07-2020,243.88,0.2,27.4365
5116,Corporate,3106,Standard Class,kariox,tablet,4,Central,Houston,Texas,77070,01-07-2020,01-07-2020,15.712,0.2,5.6956
5117,Consumer,3579,Standard Class,kariox,laptop,1,South,Jackson,Mississippi,39212,01-07-2020,01-07-2020,7.89,0,0.3156
5118,Consumer,3580,Standard Class,kariox,phone,5,South,Jackson,Mississippi,39212,01-07-2020,01-07-2020,65.5,0,32.095
5119,Consumer,8741,First Class,kariox,television,5,South,Lafayette,Louisiana,70506,01-07-2020,01-07-2020,73.2,0,21.228
5120,Consumer,3111,Standard Class,kariox,phone,8,Central,Springfield,Missouri,65807,01-07-2020,01-07-2020,51.84,0,25.4016
5121,Corporate,43,Standard Class,kariox,laptop,2,West,Los Angeles,California,90049,01-07-2020,01-07-2020,77.88,0,3.894
5122,Consumer,3109,Standard Class,kariox,laptop,3,Central,Springfield,Missouri,65807,01-07-2020,01-07-2020,242.94,0,4.8588
5123,Corporate,725,Standard Class,kariox,charger,7,South,Hialeah,Florida,33012,01-07-2020,01-07-2020,45.584,0.2,5.1282
5124,Consumer,1799,Standard Class,qexty,shorts,5,West,San Jose,California,95123,01-07-2020,01-07-2020,215.65,0,73.321
5125,Corporate,2372,Second Class,qexty,shorts,8,Central,Aurora,Illinois,60505,01-07-2020,01-07-2020,60.288,0.6,-27.1296
5126,Corporate,2373,Second Class,kariox,lighting,1,Central,Aurora,Illinois,60505,01-07-2020,01-07-2020,2.632,0.2,0.8225
5127,Corporate,2374,Second Class,kariox,phone,9,Central,Aurora,Illinois,60505,01-07-2020,01-07-2020,23.688,0.2,7.6986
5128,Corporate,2375,Second Class,qexty,tshirts,2,Central,Aurora,Illinois,60505,01-07-2020,01-07-2020,253.372,0.3,-14.4784
5129,Consumer,3983,Second Class,qexty,tshirts,4,West,Los Angeles,California,90045,01-07-2020,01-07-2020,287.968,0.2,-3.5996
5130,Consumer,3984,Second Class,fynota,fastfood,5,West,Los Angeles,California,90045,01-07-2020,01-07-2020,2799.96,0.2,944.9865
5131,Consumer,3985,Second Class,kariox,phone,1,West,Los Angeles,California,90045,01-07-2020,01-07-2020,48.94,0,24.47
5132,Home Office,6524,Standard Class,kariox,tablet,2,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,10.08,0.2,3.276
5133,Home Office,6525,Standard Class,fynota,colddrinks,1,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,59.994,0.4,-12.9987
5134,Home Office,6526,Standard Class,kariox,headset,5,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,5.715,0.7,-4.7625
5135,Home Office,6527,Standard Class,kariox,headset,5,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,9.42,0.7,-7.85
5136,Consumer,8797,Standard Class,kariox,phone,2,West,Orem,Utah,84057,01-07-2020,01-07-2020,12.96,0,6.2208
5137,Consumer,8798,Standard Class,kariox,television,2,West,Orem,Utah,84057,01-07-2020,01-07-2020,45.98,0,12.8744
5138,Corporate,1923,Second Class,fynota,colddrinks,9,Central,Arlington,Texas,76017,01-07-2020,01-07-2020,863.64,0.2,107.955
5139,Corporate,1924,Second Class,kariox,television,3,Central,Arlington,Texas,76017,01-07-2020,01-07-2020,47.616,0.2,3.5712
5140,Consumer,1938,Standard Class,kariox,headset,2,West,Broomfield,Colorado,80020,01-07-2020,01-07-2020,19.968,0.7,-13.312
5141,Consumer,1939,Standard Class,kariox,laptop,7,West,Broomfield,Colorado,80020,01-07-2020,01-07-2020,33.488,0.2,-1.2558
5142,Consumer,1940,Standard Class,kariox,headset,4,West,Broomfield,Colorado,80020,01-07-2020,01-07-2020,8.736,0.7,-6.1152
5143,Consumer,1941,Standard Class,qexty,tshirts,3,West,Broomfield,Colorado,80020,01-07-2020,01-07-2020,662.88,0.2,74.574
5144,Home Office,5938,Same Day,fynota,colddrinks,3,West,Seattle,Washington,98103,01-07-2020,01-07-2020,71.976,0.2,8.997
5145,Home Office,5937,Same Day,fynota,colddrinks,3,West,Seattle,Washington,98103,01-07-2020,01-07-2020,177.48,0.2,19.9665
5146,Home Office,5936,Same Day,qexty,shorts,5,West,Seattle,Washington,98103,01-07-2020,01-07-2020,25.4,0,8.636
5147,Consumer,4455,First Class,kariox,laptop,4,West,San Francisco,California,94109,01-07-2020,01-07-2020,27.92,0,0.5584
5148,Consumer,8231,Second Class,kariox,television,3,South,Sandy Springs,Georgia,30328,01-07-2020,01-07-2020,35.97,0,9.7119
5149,Consumer,8232,Second Class,qexty,pants,7,South,Sandy Springs,Georgia,30328,01-07-2020,01-07-2020,1266.86,0,291.3778
5150,Home Office,8882,Second Class,fynota,chocolates,7,Central,Aurora,Illinois,60505,01-07-2020,01-07-2020,50.12,0.2,-0.6265
5151,Consumer,4173,Same Day,kariox,headset,2,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,14.2,0,6.532
5152,Consumer,3110,Standard Class,kariox,phone,1,Central,Springfield,Missouri,65807,01-07-2020,01-07-2020,7.64,0,3.7436
5153,Consumer,4175,Same Day,kariox,headset,2,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,58.34,0,28.0032
5154,Home Office,7473,First Class,fynota,fastfood,5,West,Lehi,Utah,84043,01-07-2020,01-07-2020,1499.95,0,449.985
5155,Home Office,8905,Same Day,kariox,tablet,1,East,New York City,New York,10009,01-07-2020,01-07-2020,30.53,0,14.0438
5156,Home Office,8906,Same Day,fynota,chocolates,3,East,New York City,New York,10009,01-07-2020,01-07-2020,30.84,0,6.168
5157,Home Office,8907,Same Day,kariox,phone,9,East,New York City,New York,10009,01-07-2020,01-07-2020,75.06,0,33.777
5158,Consumer,3255,Standard Class,fynota,colddrinks,1,West,Seattle,Washington,98105,01-07-2020,01-07-2020,107.984,0.2,9.4486
5159,Home Office,9753,First Class,kariox,headset,1,West,Seattle,Washington,98115,01-07-2020,01-07-2020,2.496,0.2,0.9048
5160,Consumer,8337,Standard Class,kariox,television,2,South,Arlington,Virginia,22204,01-07-2020,01-07-2020,7.7,0,3.157
5161,Corporate,8777,First Class,qexty,tshirts,5,Central,Huntsville,Texas,77340,01-07-2020,01-07-2020,528.43,0.3,0
5162,Corporate,8778,First Class,kariox,phone,8,Central,Huntsville,Texas,77340,01-07-2020,01-07-2020,41.472,0.2,14.5152
5163,Consumer,3565,First Class,kariox,phone,2,West,Los Angeles,California,90049,01-07-2020,01-07-2020,12.96,0,6.2208
5164,Consumer,3566,First Class,kariox,lighting,2,West,Los Angeles,California,90049,01-07-2020,01-07-2020,3.96,0,0.0792
5165,Corporate,8049,Standard Class,kariox,battery,7,East,New York City,New York,10035,01-07-2020,01-07-2020,706.86,0,197.9208
5166,Corporate,9773,Same Day,kariox,phone,5,East,Philadelphia,Pennsylvania,19143,01-07-2020,01-07-2020,123.92,0.2,38.725
5167,Consumer,4452,First Class,qexty,shorts,5,West,San Francisco,California,94109,01-07-2020,01-07-2020,25.4,0,8.636
5168,Consumer,4453,First Class,kariox,watch,2,West,San Francisco,California,94109,01-07-2020,01-07-2020,43.96,0,20.6612
5169,Consumer,4454,First Class,qexty,pants,5,West,San Francisco,California,94109,01-07-2020,01-07-2020,1279.165,0.15,225.735
5170,Corporate,1159,Second Class,qexty,tshirts,1,West,Los Angeles,California,90004,01-07-2020,01-07-2020,195.184,0.2,19.5184
5171,Consumer,3256,Standard Class,kariox,headset,3,West,Seattle,Washington,98105,01-07-2020,01-07-2020,19.296,0.2,6.03
5172,Consumer,4174,Same Day,kariox,phone,2,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,12.96,0,6.2208
5173,Consumer,3816,Same Day,kariox,phone,2,South,Jacksonville,Florida,32216,01-07-2020,01-07-2020,15.984,0.2,4.995
5174,Consumer,7225,Standard Class,kariox,battery,7,West,San Francisco,California,94122,01-07-2020,01-07-2020,151.62,0,50.0346
5175,Consumer,7226,Standard Class,qexty,shorts,4,West,San Francisco,California,94122,01-07-2020,01-07-2020,30.8,0,10.164
5176,Home Office,2238,Standard Class,kariox,charger,5,West,Provo,Utah,84604,01-07-2020,01-07-2020,44.4,0,12.432
5177,Corporate,7932,Standard Class,qexty,tshirts,3,West,Portland,Oregon,97206,01-07-2020,01-07-2020,230.28,0.2,23.028
5178,Corporate,7933,Standard Class,kariox,phone,5,West,Portland,Oregon,97206,01-07-2020,01-07-2020,105.52,0.2,34.294
5179,Corporate,188,Standard Class,kariox,laptop,3,Central,Grand Prairie,Texas,75051,01-07-2020,01-07-2020,37.224,0.2,3.7224
5180,Corporate,189,Standard Class,kariox,phone,3,Central,Grand Prairie,Texas,75051,01-07-2020,01-07-2020,20.016,0.2,6.255
5181,Consumer,600,Standard Class,fynota,colddrinks,3,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,143.982,0.4,-28.7964
5182,Consumer,601,Standard Class,fynota,colddrinks,4,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,494.376,0.4,-115.3544
5183,Consumer,602,Standard Class,kariox,charger,2,East,Philadelphia,Pennsylvania,19120,01-07-2020,01-07-2020,5.84,0.2,0.73
5184,Corporate,3365,Second Class,qexty,shorts,3,Central,Houston,Texas,77036,01-07-2020,01-07-2020,9.552,0.6,-3.8208
5185,Corporate,6963,Second Class,kariox,watch,5,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,10.2,0,4.794
5186,Corporate,6964,Second Class,kariox,television,3,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,22.32,0,5.58
5187,Corporate,6965,Second Class,kariox,headset,5,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,24.1,0,11.086
5188,Corporate,6966,Second Class,fynota,chocolates,2,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,75.98,0,18.2352
5189,Corporate,6967,Second Class,kariox,headset,2,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,6.46,0,3.1654
5190,Corporate,6968,Second Class,kariox,phone,9,South,Columbia,South Carolina,29203,01-07-2020,01-07-2020,60.12,0,28.8576
5191,Corporate,2046,Standard Class,kariox,battery,2,East,Perth Amboy,New Jersey,8861,01-07-2020,01-07-2020,162.64,0,45.5392
5192,Corporate,2048,Standard Class,kariox,phone,1,East,Perth Amboy,New Jersey,8861,01-07-2020,01-07-2020,55.48,0,26.6304
5193,Consumer,3108,Standard Class,kariox,phone,3,Central,Springfield,Missouri,65807,01-07-2020,01-07-2020,21.93,0,10.0878
5194,Consumer,3815,Same Day,fynota,colddrinks,5,South,Jacksonville,Florida,32216,01-07-2020,01-07-2020,823.96,0.2,51.4975
5195,Consumer,7224,Standard Class,fynota,colddrinks,3,West,San Francisco,California,94122,01-07-2020,01-07-2020,110.376,0.2,12.4173
5196,Consumer,6958,Standard Class,qexty,shorts,1,South,Columbus,Georgia,31907,01-07-2020,01-07-2020,51.75,0,15.525
5197,Corporate,2047,Standard Class,fynota,colddrinks,3,East,Perth Amboy,New Jersey,8861,01-07-2020,01-07-2020,597,0,280.59
5198,Consumer,6666,Second Class,kariox,phone,5,Central,Irving,Texas,75061,01-07-2020,01-07-2020,219.84,0.2,79.692
5199,Consumer,6957,Standard Class,kariox,headset,5,South,Columbus,Georgia,31907,01-07-2020,01-07-2020,36.4,0,17.108
5200,Corporate,1412,Standard Class,qexty,tshirts,2,East,New York City,New York,10035,01-07-2020,01-07-2020,408.006,0.1,72.5344
5201,Consumer,536,Standard Class,kariox,laptop,2,West,Mesa,Arizona,85204,01-07-2020,01-07-2020,16.768,0.2,1.4672
5202,Consumer,1733,Standard Class,kariox,laptop,3,Central,Dallas,Texas,75081,01-07-2020,01-07-2020,338.04,0.2,-33.804
5203,Consumer,1734,Standard Class,kariox,television,4,Central,Dallas,Texas,75081,01-07-2020,01-07-2020,154.24,0.2,17.352
